Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
DATA SCIENTIST,Maxbyte Technologies Private Limited,"Coimbatore, Tamil Nadu",-999,"As a research scientist/engineer part of Data Science and Artificial Intelligence team, the data scientist will be working primarily on unstructured text data…",0.0,Data structure:algorithm:compression technique: 2 yearsClassification of regression:SVM:tree model evaluations: 1 year,1.0
Data Scientist-Advanced Analytics,Harjai Computers Private Limited,"Mumbai, Maharashtra",-999,"Data scientists in banking Domain.Data scientists to be experts in analytics , skilled in both tool, technology and statistical techniques to find trends and…",0.0,,1.0
Sr. Software Developer,Atlanta Systems Pvt Ltd,"Delhi, Delhi","30,000 - 40,000 a year","Deploying software tools, processes and metrics.Researching, designing, implementing and managing software programs.Testing and evaluating new programs.",0.0,,8.0
Angular Developer - Fresher,Innovatily,"Bengaluru, Karnataka","5,00,000 a year",You need to possess good communication skills and strong inclination to work with data and algorithms.We are looking to onboard passionate individuals with…,0.0,,1.0
"Customer Engineer, Machine Learning, Google Cloud",Google,"Mumbai, Maharashtra",-999,"Experience with building machine learning solutions and leveraging specific machine learning architectures (e.g., deep learning, LSTM, convolutional networks,…",4.3,,1.0
Software Developer (Freshers),V2U SERVICES,"Hyderabad, Telangana","20,000 - 30,000 a month",Introducing ourselves as V2U Services.We've the urgent requirement for Software Developer Freshers.If you're interested Contact us for Interview details.,0.0,Bachelor's,1.0
Manager Data Scientist,Innefu Labs Pvt. Ltd.,"Delhi, Delhi",-999,"Must be able to handle deployment complexities like big data management, model integration to existing environment.More than 100+ clients in India.",3.5,,1.0
Software Developer,Diligentstar,"Noida, Uttar Pradesh",-999,"If you are intrested in working for us ,or with us go ahead and shoot us an email at info@diligentstar.com.Required Skills- Core Java/Advance Java, Java IDE,…",0.0,,1.0
Staff Machine Learning Scientist,Compass,"Hyderabad, Telangana",-999,We are looking for Staff Machine Learning Scientists with a proven track record of solving machine learning problems through utilizing strong machine learning…,0.0,,1.0
Software Developer,Korea Trade center,India,"23,000 a month",Other Equipment software development experienced give treatment.Experience - Semicondutor Equipment software development for more than 3 years.,0.0,,1.0
Machine Learning Internship,Codersarts,"Gurgaon, Haryana","6,000 - 10,000 a month","Solving object detection, recognition, image classification problems using machine learning and deep learning algorithms & transfer learning methods and…",0.0,,1.0
Junior Analyst - BCG Omnia,The Boston Consulting Group,"New Delhi, Delhi",-999,"Understanding data and cloud technologies.The unit has responsibilities for full-life cycle of BCG proprietary data and software assets, from initial business…",4.2,,1.0
Job Role: JRSS Data Scientist,Pumex Infotech Pvt Ltd,"Kochi, Kerala",-999,"Combines deep Data & Analytics skills with strong business acumen to solve business problems by understanding, preparing and analyzing the data to predict…",0.0,8: 3 years,1.0
Data Scientist,XPO Logistics,"Mumbai, Maharashtra",-999,"The selected candidate will possess a combination of data science skills including data wrangling, advanced programming and statistical analysis (machine…",3.2,,1.0
"Software Developer - C#, ASP, .Net, MVC",TELES Communication Systems India Pvt Ltd,"Domlur, Bengaluru, Karnataka","3,00,000 - 5,00,000 a year","As a developer, you will be part of the team responsible for product development – using C#, .Candidate will be part of the development team responsible for…",0.0,,1.0
Data Analyst,Polymerupdate,"Lower Parel, Mumbai, Maharashtra","1,80,000 - 2,00,000 a year","Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine.",0.0,,1.0
Senior Java/J2EE Developer - Spring/Hibernate,Liberin Technologies,"Delhi, Delhi","5,00,000 - 13,00,000 a year",Prepare the technical design of complex technology components as well as suggest the pros and cons of using a certain technology stack or component or design…,0.0,,1.0
SQL Developer,AmpleLogic,"HITEC City, Hyderabad, Telangana","1,25,000 - 1,50,000 a year","Good Knowledge on databases like SQL Server, MYSQL and oracle Good written and oral communication skills Excellent analytical and organization skills Good team…",4.5,,1.0
Data Scientist,Vistan NextGen Pvt Ltd,"Hyderabad, Telangana","25,000 a month",Proficiency with Python and basic libraries for machine learning such as scikit-learn and pandas.Bachelor's Degree in Computer Science or equivalent work…,0.0,,1.0
Audio Data Transcription,DATTATREYA PROJECTS PRIVATE LIMITED,"Bhubaneshwar, Orissa","9,000 - 14,000 a month",Understanding client specifications and noting any formatting or notation requests prior to completing the transcription.Total work: 1 year (Preferred).,0.0,,1.0
WM Software Engineer - Data and Visualization,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",-999,"Understanding of software skills such as business analysis, development, maintenance, and software improvement.BS/BA degree or equivalent experience.",3.9,,1.0
Software Developer,iAdept Marketing,"Dwarka, Delhi, Delhi",-999,Previous exposure to Vibration Route and analysis software preferred.We are looking for Software Developer and the requirements are as below:,5.0,,1.0
Data Science Intern,ACROBYTE TECHNOLOGIES,Remote,-999,"Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms.You should be expert in ML and Python.",0.0,,1.0
Junior Data Scientist/ta,WSD Consultant,"Gurgaon, Haryana","7,00,000 - 15,00,000 a year",Ques: Does the candidate has Data Science/ Machine learning content development and academic delivery experience/ Faculty Development programs in any Teaching…,0.0,,1.0
Machine Learning Lead / Data Scientist,Morgan Stanley,"Bengaluru, Karnataka",-999,"Proficiency in machine learning and data mining techniques – Feature engineering, regression, classification, clustering, dimensionality reduction, time series…",3.9,,1.0
Machine Learning Engineer,Bloomreach,"Bengaluru, Karnataka",-999,"We invent and apply machine learning, data mining, and information retrieval algorithms to understand, identify, and improve web content discovery.",4.1,,1.0
Artificial Intelligence Developer,Integral Edit,"Mumbai, Maharashtra","2,00,000 - 3,50,000 a year","We need the artificial intelligence developer who can work on tensorflow/cafe for image segmentation, Even freshers and Intermediate developers can apply, we…",0.0,,1.0
Hybrid Mobile Developer for a Product Based Company,Shaw Academy,"Bengaluru, Karnataka","15,00,000 a year",Andriod or iOS: 1 year (Preferred).Cross-platform mobile app developers who have developed mobile apps with a familiarity of Ionic/Flutter.,3.9,,1533.0
Java Developer / Spring MVC,O2F Origin to Future,"New Delhi, Delhi",-999,"Apply at jobs@origintofuture.com Extensive, hands-on development experience with OOD / OOP in core J2EE Java version 1.5 or better required.",0.0,,1.0
NLP Data Scientist - Cuddle.ai,Fractal.ai,"Bengaluru, Karnataka",-999,"Knowledge of open source machine learning libraries like scikit-learn, tensorflow, NLP tool as NLTK.Software programming in Java or Python.",0.0,,1.0
Data Scientist,Diverse Lynx India,"Gurgaon, Haryana",-999,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.,4.8,,1.0
Software Engineer - Machine Learning,Xilinx,"Hyderabad, Telangana",-999,You will be working with state-of-the-art machine learning algorithms and architecting the realization of these algorithms on AI Engine cores.,4.0,,1.0
Software Engineer Intern,Enum Infotech LLP,"Calicut University, Kerala","10,000 a month",Graduate in computer science or Information technology.We prefer Remote work or Work from Home during this Covid-19 pandemic.Expected Start Date: 1/1/2021.,0.0,,1.0
Data Integration Developer,Bridgetree,"Bengaluru, Karnataka",-999,Minimum of 2 years of experience working with high volume data bases and/or big data.We have an immediate opening for a Data Integration Developer who is a…,0.0,,1.0
Python Developer,Leuwint,"Pune, Maharashtra",-999,Develop and maintain various software products.We are looking for Python Developers who have 2+ years Experience.,0.0,,1.0
Data Analyst,Trane Technologies,"Bengaluru, Karnataka",-999,"Interact with data analyst I, database developers, scientist, data architects, and users across the organization to ensure timely delivery of relevant and user…",0.0,,63.0
DICOM software developer,DELORIS,"Mumbai, Maharashtra","4,00,000 - 5,00,000 a year",Maintenance of the dicom software.Development of an dicom viewer project envisioned by director(s).Needed one who could modify the OHIF viewer to suit the…,0.0,,1.0
Developer/​​​​​​​Machine Learning Engineer (Java/Python),SAP,"Bengaluru, Karnataka",-999,"Closely work with Product Management, data scientists to translate customer requests into useful product functionality.Employment Type: Regular Full Time.",4.3,,12.0
Data Science Engineer (NLP),"UniQreate, Inc.","Bengaluru, Karnataka","4,42,308 - 10,00,000 a year","Strong background in learning algorithms (multi-class classifications, decision trees, support vector machines and deep learning).",0.0,Total work: 3 yearsNLP: 2 yearsBachelor's,1.0
Machine Learning Scientist,Phenom People,"Hyderabad, Telangana",-999,Scale machine learning algorithm that powers our platform to support our growing customer base and increasing data volume.Competitive salary for a startup.,4.7,,1.0
VB6 Programmer,GLOBAL BUSINESS SYSTEMS,"New Delhi, Delhi",250 - 300 an hour,We are developing and servicing POS(point of sale) retail shop software using vb6 and MDB for US retail shop owners.We need a VB6 programmer for a new project.,0.0,,1.0
Data Scientist,Decimal Point Analytics,"Mumbai, Maharashtra",-999,Min 3 years experience in developing artificial intelligence/ machine learning / deep learning solutions.Develop software solutions for internal and client use…,4.0,,1.0
Data Science/ Machine Learning,Connect Infosoft Technologies,"Faridabad, Haryana",-999,Answer complex business questions by using appropriate statistical techniques on available data or designing and running experiments to gather data.,0.0,,1.0
Java Developer,MITYUNG Infotech,"Noida, Uttar Pradesh","4,00,000 - 12,00,000 a year","Builds software applications – Follows coding standards, builds appropriate unit tests, integration tests and deployment scripts.",0.0,,1.0
SAS Developer Analyst,Barclays,"Delhi, Delhi",-999,Provide delivery of campaign tasks on schedule or have honest assessment/ reasoning for delays to project sponsors of the likelihood of a project request…,3.9,,1.0
CS Cart Developer Needed / Software Engineer / Full Stack We...,saneno ltd,"Delhi, Delhi",-999,"Task involves ability to analyze and interpret complex data, good planning, organizing and prioritizing skills for the successful management of projects and…",0.0,CS Cart: 2 yearsPHP: 2 yearsHTML: 1 year,138.0
Data Scientist,"BreathX Technologies Inc, ( Canary Health Technologies)","Bengaluru, Karnataka",-999,This project requires a motivated data scientist to build and train python-based classification model prototypes that analyze raw data files and establish…,0.0,Data Science: 5 years,90.0
